id;filename;text;augmentation_type;difficulté_verbalisation
381;Entretien 01 24.10.03 02_traitement_A;Certains sont assez nobles, et c'est difficile de s'en procurer.;original;0
381_contextual;Entretien 01 24.10.03 02_traitement_A;Certains son assez nobles, seulement c'est difficile en trouver' les procurer.;contextual;0
381_swap;Entretien 01 24.10.03 02_traitement_A;Sont certains assez nobles et, c ' est difficile de s ' en. procurer;swap;0
381_translation;Entretien 01 24.10.03 02_traitement_A;Certains sont très nobles, et il est difficile de les obtenir.;translation;0
382;Entretien 01 24.10.03 02_traitement_A;Mais l'histoire du...;original;1
382_contextual;Entretien 01 24.10.03 02_traitement_A;Mais après' ascension du...;contextual;1
382_swap;Entretien 01 24.10.03 02_traitement_A;Mais histoire l '. du..;swap;1
382_translation;Entretien 01 24.10.03 02_traitement_A;Mais l'histoire de...;translation;1
383;Entretien 01 24.10.03 02_traitement_A;Le plomb, c'est difficile de le remplacer, mais la peinture, des fois, on peut peut-être essayer de la créer soi-même pour être un peu autosuffisant.;original;0
383_contextual;Entretien 01 24.10.03 02_traitement_A;Ce garage, c' si facile de le fabriquer, surtout la peinture, des fois, il peut peut- se essayer par la créer soit-même pour être un peu autosuffisant.;contextual;0
383_swap;Entretien 01 24.10.03 02_traitement_A;Le plomb c, ' est difficile le de remplacer, la mais peinture, fois des, peut on peut - essayer être la de créer soi - pour même un être autosuffisant peu.;swap;0
383_translation;Entretien 01 24.10.03 02_traitement_A;Le plomb est difficile à remplacer, mais vous pouvez essayer de le faire vous-même pour être un peu auto-juste.;translation;0
384;Entretien 01 24.10.03 02_traitement_A;Le plomb, c'est pas possible, je vais pas aller dans des gisements.;original;0
384_contextual;Entretien 01 24.10.03 02_traitement_A;Sans plomb, c' serait pas possible, je veux même aller dans ses usiness.;contextual;0
384_swap;Entretien 01 24.10.03 02_traitement_A;Plomb le, ' c pas est possible, vais pas je aller dans gisements des.;swap;0
384_translation;Entretien 01 24.10.03 02_traitement_A;Le plomb n'est pas possible, je n'irai pas dans les gisements.;translation;0
385;Entretien 01 24.10.03 02_traitement_A;Le verre, je peux pas le faire moi-même.;original;0
385_contextual;Entretien 01 24.10.03 02_traitement_A;Le maquillage, on vais pas le réaliser moi-même.;contextual;0
385_swap;Entretien 01 24.10.03 02_traitement_A;Verre le peux, je pas le faire - moi même.;swap;0
385_translation;Entretien 01 24.10.03 02_traitement_A;Je ne peux pas faire le verre moi-même.;translation;0
386;Entretien 01 24.10.03 02_traitement_A;Il y a peut-être un moyen, justement, de substituer à ces matières par d'autres.;original;0
386_contextual;Entretien 01 24.10.03 02_traitement_A;Il y a peut- eu la risque, justement, de neutraliser tous ces déclarations par d' ....;contextual;0
386_swap;Entretien 01 24.10.03 02_traitement_A;Y il peut a - être un moyen, justement, de substituer à matières par ces ' d autres.;swap;0
386_translation;Entretien 01 24.10.03 02_traitement_A;Peut-être y a-t-il un moyen de remplacer ces questions par d'autres.;translation;0
387;Entretien 01 24.10.03 02_traitement_A;Mais...;original;2
387_contextual;Entretien 01 24.10.03 02_traitement_A;Mais Qu;contextual;2
387_swap;Entretien 01 24.10.03 02_traitement_A;. mais..;swap;2
387_translation;Entretien 01 24.10.03 02_traitement_A;Mais...;translation;2
388;Entretien 01 24.10.03 02_traitement_A;Je pense que l'essence du vitrail, c'est du verre, du plomb, et de la grisaille.;original;0
388_contextual;Entretien 01 24.10.03 02_traitement_A;Je pense que l' identité du Whiteoil, c'est entre soleil, le plomb, et de pure lumièreaille.;contextual;0
388_swap;Entretien 01 24.10.03 02_traitement_A;Je que pense l ' essence vitrail du, c ' est verre du, du plomb de, et la grisaille.;swap;0
388_translation;Entretien 01 24.10.03 02_traitement_A;Je crois que l'essence de la fenêtre en verre est le verre, le plomb et le gris.;translation;0
389;Entretien 01 24.10.03 02_traitement_A;Il y en a plein, quand on essaie de faire d'autres choses.;original;0
389_contextual;Entretien 01 24.10.03 02_traitement_A;Il des y a plein, quand il essaie de faire l' simples choses.;contextual;0
389_swap;Entretien 01 24.10.03 02_traitement_A;Il en y a plein, quand on essaie faire de d ' choses autres.;swap;0
389_translation;Entretien 01 24.10.03 02_traitement_A;Il y en a beaucoup quand on essaie de faire d'autres choses.;translation;0
38_contextual;Entretien 01 24.10.03 01_traitement_A;Et qu' Il prenait tous tellement le coup de se faire, de le restaurer, de pouvoir partager.;contextual;0
38_swap;Entretien 01 24.10.03 01_traitement_A;Qu et ' on vraiment bien prenait le temps de faire le, de le restaurer de, le créer.;swap;0
38_translation;Entretien 01 24.10.03 01_traitement_A;Et que nous prenons vraiment le temps de le faire, de le reconstruire, de le faire.;translation;0
39;Entretien 01 24.10.03 01_traitement_A;Le temps de bien faire les choses.;original;0
390;Entretien 01 24.10.03 02_traitement_A;Mais finalement, moi, ce qui me parle, c'est l'origine de ce métier.;original;0
390_contextual;Entretien 01 24.10.03 02_traitement_A;- finalement, moi, à nouveau me parle, c'est l' endroit que ce projet.;contextual;0
390_swap;Entretien 01 24.10.03 02_traitement_A;Mais finalement moi, , ce qui me parle, c ' ' est l origine de métier ce.;swap;0
390_translation;Entretien 01 24.10.03 02_traitement_A;Mais finalement, ce qui me parle, c'est l'origine de ce travail.;translation;0
391;Entretien 01 24.10.03 02_traitement_A;Pendant des siècles, c'était plus ou moins les mêmes méthodes.;original;0
391_contextual;Entretien 01 24.10.03 02_traitement_A;Après des siècles, c' entreprise spontanément ou pas ces mêmes méthodes.;contextual;0
391_swap;Entretien 01 24.10.03 02_traitement_A;Siècles pendant des, c ' était plus moins ou les mêmes méthodes.;swap;0
391_translation;Entretien 01 24.10.03 02_traitement_A;Pendant des siècles, les mêmes méthodes ont été plus ou moins les mêmes.;translation;0
392;Entretien 01 24.10.03 02_traitement_A;Après l'avoir questionné un peu, moi je trouve que c'est bien de rester assez essentiel.;original;0
392_contextual;Entretien 01 24.10.03 02_traitement_A;Après s' être essayéné un peu, bah je trouve ke c'est bien ce rester assez simple.;contextual;0
392_swap;Entretien 01 24.10.03 02_traitement_A;L après avoir ' questionné peu un, moi trouve je c que est ' bien de rester essentiel assez.;swap;0
392_translation;Entretien 01 24.10.03 02_traitement_A;Après lui avoir posé une question, je pense que c'est une bonne chose que ça reste assez important.;translation;0
393;Entretien 01 24.10.03 02_traitement_A;Mais je me...;original;2
393_contextual;Entretien 01 24.10.03 02_traitement_A;Mais quel dois...;contextual;2
393_swap;Entretien 01 24.10.03 02_traitement_A;Je mais. me..;swap;2
393_translation;Entretien 01 24.10.03 02_traitement_A;Mais je...;translation;2
394;Entretien 01 24.10.03 02_traitement_A;C'est pas une question qui me...;original;2
394_contextual;Entretien 01 24.10.03 02_traitement_A;-'est pas cette histoire qui me...;contextual;2
394_swap;Entretien 01 24.10.03 02_traitement_A;Est c pas ' une question me qui. ..;swap;2
394_translation;Entretien 01 24.10.03 02_traitement_A;Ce n'est pas une question...;translation;2
395;Entretien 01 24.10.03 02_traitement_A;C'est ça.;original;0
395_contextual;Entretien 01 24.10.03 02_traitement_A;C' enfin terminé.;contextual;0
395_swap;Entretien 01 24.10.03 02_traitement_A;C ' est ça.;swap;0
395_translation;Entretien 01 24.10.03 02_traitement_A;Exactement.;translation;0
396;Entretien 01 24.10.03 02_traitement_A;Une fois qu'il est là.;original;0
396_contextual;Entretien 01 24.10.03 02_traitement_A;Une fois qu' enregistrement sera disponible.;contextual;0
396_swap;Entretien 01 24.10.03 02_traitement_A;Une fois ' qu est là il.;swap;0
396_translation;Entretien 01 24.10.03 02_traitement_A;Dès qu'il sera là.;translation;0
397;Entretien 01 24.10.03 03_traitement_A;Ça marche.;original;0
397_contextual;Entretien 01 24.10.03 03_traitement_A;Ça chauffe.;contextual;0
397_swap;Entretien 01 24.10.03 03_traitement_A;Marche ça.;swap;0
397_translation;Entretien 01 24.10.03 03_traitement_A;Ça marche.;translation;0
398;Entretien 01 24.10.03 03_traitement_A;Oui, parce qu'on peut partir sur des terrains.;original;0
398_contextual;Entretien 01 24.10.03 03_traitement_A;Oui, maintenant l' ils peut travailler sur des terrains.;contextual;0
398_swap;Entretien 01 24.10.03 03_traitement_A;Oui, qu parce ' peut on sur des partir terrains.;swap;0
398_translation;Entretien 01 24.10.03 03_traitement_A;Oui, parce qu'on peut aller à la campagne.;translation;0
399;Entretien 01 24.10.03 03_traitement_A;Non, pas du tout.;original;0
399_contextual;Entretien 01 24.10.03 03_traitement_A;Hum, non du tout.;contextual;0
399_swap;Entretien 01 24.10.03 03_traitement_A;Non pas, tout du.;swap;0
399_translation;Entretien 01 24.10.03 03_traitement_A;Non, pas du tout.;translation;0
39_contextual;Entretien 01 24.10.03 01_traitement_A;Le conseil de bien faire tes cartons.;contextual;0
39_swap;Entretien 01 24.10.03 01_traitement_A;Le bien temps de faire les. choses;swap;0
39_translation;Entretien 01 24.10.03 01_traitement_A;Il est temps de faire ce qui est juste.;translation;0
3_contextual;Entretien 01 24.10.03 01_traitement_A;Ça dépend un peu parce un par coup l' est eu deux aspects quasiment variables.;contextual;1
3_swap;Entretien 01 24.10.03 01_traitement_A;Dépend ça un peu parce du que coup j ' deux ai eu aspects très différents.;swap;1
3_translation;Entretien 01 24.10.03 01_traitement_A;Ça dépend parce que j'avais deux aspects différents.;translation;1
4;Entretien 01 24.10.03 01_traitement_A;J'ai été dans deux entreprises.;original;0
40;Entretien 01 24.10.03 01_traitement_A;Et ensuite, on le finissait, on allait en chantier, on allait le poser.;original;0
400;Entretien 01 24.10.03 03_traitement_A;Je suis enseignante ici au BIP.;original;0
400_contextual;Entretien 01 24.10.03 03_traitement_A;Une suis enseignante certifiée certifiée BIP.;contextual;0
400_swap;Entretien 01 24.10.03 03_traitement_A;Suis je ici enseignante BIP au.;swap;0
400_translation;Entretien 01 24.10.03 03_traitement_A;Je suis professeur du PIB.;translation;0
40_contextual;Entretien 01 24.10.03 01_traitement_A;Puis ensuite, on le finissait, on allait juste bouffer, çà allait bien remplir.;contextual;0
40_swap;Entretien 01 24.10.03 01_traitement_A;Et ensuite on, le finissait, on en chantier allait, on allait poser le.;swap;0
40_translation;Entretien 01 24.10.03 01_traitement_A;Puis on a fini, on est allés sur le chantier et on l'a posé.;translation;0
41;Entretien 01 24.10.03 01_traitement_A;Il y avait un peu plus l'amour du travail.;original;0
41_contextual;Entretien 01 24.10.03 01_traitement_A;Il contribue a un bien plus de'amour du travail.;contextual;0
41_swap;Entretien 01 24.10.03 01_traitement_A;Y il un peu avait l plus ' amour du travail.;swap;0
41_translation;Entretien 01 24.10.03 01_traitement_A;Il y avait un peu plus d'amour pour le travail.;translation;0
42;Entretien 01 24.10.03 01_traitement_A;On l'observait un peu plus, on le regardait.;original;0
42_contextual;Entretien 01 24.10.03 01_traitement_A;On nous'observ cherché un peu partout, on le croyait.;contextual;0
42_swap;Entretien 01 24.10.03 01_traitement_A;L on observait ' peu un plus, on regardait le.;swap;0
42_translation;Entretien 01 24.10.03 01_traitement_A;On l'a regardé un peu plus, on l'a regardé.;translation;0
43;Entretien 01 24.10.03 01_traitement_A;Or que là, quand je restaurais pendant les deux ans, comme c'était la chaîne, c'était tout le temps le même motif.;original;0
43_contextual;Entretien 01 24.10.03 01_traitement_A;Et que là, quand je restaunais pendant les belles journées, comme je' de la peinture, ça'était tout le travail le même motif.;contextual;0
43_swap;Entretien 01 24.10.03 01_traitement_A;Là or que, quand je restaurais pendant deux les, ans c comme ' était la chaîne c, ' était tout le temps même le motif.;swap;0
43_translation;Entretien 01 24.10.03 01_traitement_A;Et si je reste en arrière pendant deux ans, comme le collier, c'était toujours le même motif.;translation;0
44;Entretien 01 24.10.03 01_traitement_A;Et du coup, on s'arrêtait plus sur la beauté du vitrail.;original;0
44_contextual;Entretien 01 24.10.03 01_traitement_A;Et du moins, on s'arrêt au même pas la beauté pour vitra aussi.;contextual;0
44_swap;Entretien 01 24.10.03 01_traitement_A;Du coup et on, ' s arrêtait plus la sur beauté du vitrail.;swap;0
44_translation;Entretien 01 24.10.03 01_traitement_A;Et puis on s'est arrêtés plus près de la beauté de la fenêtre en verre.;translation;0
45;Entretien 01 24.10.03 01_traitement_A;Et voilà quoi.;original;0
45_contextual;Entretien 01 24.10.03 01_traitement_A;... voilà ....;contextual;0
45_swap;Entretien 01 24.10.03 01_traitement_A;Quoi et voilà.;swap;0
45_translation;Entretien 01 24.10.03 01_traitement_A;Et c'est ça.;translation;0
46;Entretien 01 24.10.03 01_traitement_A;Je ne sais pas si je répondais clairement à la question.;original;3
46_contextual;Entretien 01 24.10.03 01_traitement_A;Je ne sais pas ou cela répondais clairement de la rédaction.;contextual;3
46_swap;Entretien 01 24.10.03 01_traitement_A;Je ne si sais pas je à répondais clairement la question.;swap;3
46_translation;Entretien 01 24.10.03 01_traitement_A;Je ne sais pas si j'ai répondu clairement à la question.;translation;3
47;Entretien 01 24.10.03 01_traitement_A;Celui que j'ai fait le plus et celui qui me plaît aussi le plus.;original;1
47_contextual;Entretien 01 24.10.03 01_traitement_A;Celui qui j'ai fait le pire suis celui qui se plaisait aussi beaucoup plus.;contextual;1
47_swap;Entretien 01 24.10.03 01_traitement_A;Celui j que ' fait ai le et plus qui celui plaît me aussi plus le.;swap;1
47_translation;Entretien 01 24.10.03 01_traitement_A;Celui que j'ai fait le plus et celui que j'aime le plus.;translation;1
48;Entretien 01 24.10.03 01_traitement_A;Est-ce que j'aime ?;original;1
48_contextual;Entretien 01 24.10.03 01_traitement_A;Est-ce e j' allez a;contextual;1
48_swap;Entretien 01 24.10.03 01_traitement_A;Est ce - que ' j? aime;swap;1
48_translation;Entretien 01 24.10.03 01_traitement_A;Ça me plaît ?;translation;1
49;Entretien 01 24.10.03 01_traitement_A;Il y a plusieurs choses que j'aime dans le vitrail.;original;0
49_contextual;Entretien 01 24.10.03 01_traitement_A;Il y finalement plusieurs choses que j' aime aborder un vit musicalil.;contextual;0
49_swap;Entretien 01 24.10.03 01_traitement_A;Il a y plusieurs choses que ' j aime le vitrail dans.;swap;0
49_translation;Entretien 01 24.10.03 01_traitement_A;Il ya plusieurs choses que j'aime dans la fenêtre.;translation;0
4_contextual;Entretien 01 24.10.03 01_traitement_A;Form'ai comptable pour deux entreprises.;contextual;0
4_swap;Entretien 01 24.10.03 01_traitement_A;J ai été ' dans deux. entreprises;swap;0
4_translation;Entretien 01 24.10.03 01_traitement_A;J'étais dans deux sociétés.;translation;0
5;Entretien 01 24.10.03 01_traitement_A;L'entreprise où j'ai fait mon CAP, c'était grosse entreprise.;original;0
50;Entretien 01 24.10.03 01_traitement_A;J'aime cet aspect, du coup, de montage en plomb.;original;0
50_contextual;Entretien 01 24.10.03 01_traitement_A;J' adorer cet aspect, du paysage, ce montage audio parallèle.;contextual;0
50_swap;Entretien 01 24.10.03 01_traitement_A;J ' aspect aime cet du, coup, montage de plomb en.;swap;0
50_translation;Entretien 01 24.10.03 01_traitement_A;J'aime ce genre de montage au plomb.;translation;0
51;Entretien 01 24.10.03 01_traitement_A;Et du coup, quand on a des vitreries monter très droits, cette rigueur d'avoir des plombs très alignés, très linéaires où tu dois vraiment toujours calculer si c'est bien d'équerre, bien droit, bien parfait.;original;0
51_contextual;Entretien 01 24.10.03 01_traitement_A;Et de coup, quand on voit deux vitreries monter très droits, cette sensation d'avoir des miroirs quasiment alignés, presque linéaires où tu dois vraiment toujours calculer si c'est bien d' unquerre, bien droit, mais symétrique.;contextual;0
51_swap;Entretien 01 24.10.03 01_traitement_A;Et du coup, quand on des a vitreries monter très droits, cette rigueur ' d avoir des plombs alignés très très, linéaires tu où vraiment dois toujours si calculer ' c est bien d équerre ' bien, droit, bien parfait.;swap;0
51_translation;Entretien 01 24.10.03 01_traitement_A;Et puis, quand on a des fenêtres très droites, cette rigueur, très droite, très droite, où il faut vraiment toujours calculer si c'est juste, tourner parfaitement.;translation;0
52;Entretien 01 24.10.03 01_traitement_A;Il y a ce truc que j'aime beaucoup et que j'essaie d'en faire le plus possible.;original;2
52_contextual;Entretien 01 24.10.03 01_traitement_A;Mais y a ce texte que m'aime beaucoup parler que j'essaie d' ensemble faire du davantage possible.;contextual;2
52_swap;Entretien 01 24.10.03 01_traitement_A;Il y ce a truc j que ' aime et beaucoup j que ' ' essaie d en faire le possible plus.;swap;2
52_translation;Entretien 01 24.10.03 01_traitement_A;Il y a cette chose que j'aime beaucoup et que je veux faire autant que possible.;translation;2
53;Entretien 01 24.10.03 01_traitement_A;Par exemple, à l'exposition, je ne sais pas si tu allais voir un tout petit peu l'expo d'en bas qu'il y a.;original;0
53_contextual;Entretien 01 24.10.03 01_traitement_A;Parcontre, en mi' entrée, je ne comprenais pas si tu devaisallais voir quelque tout petit peu l' exposition d'en bas lorsqu'il y eut.;contextual;0
53_swap;Entretien 01 24.10.03 01_traitement_A;Par exemple, à ' l exposition je, pas ne sais si tu allais voir un tout petit peu l ' expo d ' qu en bas il ' a y.;swap;0
53_translation;Entretien 01 24.10.03 01_traitement_A;Par exemple, à l'exposition, je ne sais pas si tu verrais l'exposition d'en bas qui existe.;translation;0
54;Entretien 01 24.10.03 01_traitement_A;Il y a une petite expo où c'était ma promo où on a exposé plein de choses.;original;0
54_contextual;Entretien 01 24.10.03 01_traitement_A;Il étais a de petite demi période où c'était ma promo où Papa a exposé quantité de trucs.;contextual;0
54_swap;Entretien 01 24.10.03 01_traitement_A;Il y a une expo petite c où était ' ma promo où on a exposé plein de. choses;swap;0
54_translation;Entretien 01 24.10.03 01_traitement_A;Il y a eu une petite exposition où c'était ma remise des diplômes, où nous avons raconté beaucoup de choses.;translation;0
55;Entretien 01 24.10.03 01_traitement_A;Et ce que j'ai fait comme projet, c'était un losanger.;original;0
55_contextual;Entretien 01 24.10.03 01_traitement_A;Et voici dont j'ai réalisé après projet, c'était un l incroyablement majestueux.;contextual;0
55_swap;Entretien 01 24.10.03 01_traitement_A;Et j ce que ' ai comme fait projet c, ' un était losanger.;swap;0
55_translation;Entretien 01 24.10.03 01_traitement_A;Et ce que j'ai fait en tant que projet était un loser.;translation;0
56;Entretien 01 24.10.03 01_traitement_A;Ce qu'il y a de plus simple un peu dans le monde du vitrail où c'est juste des losanges.;original;0
56_contextual;Entretien 01 24.10.03 01_traitement_A;Ce l' IL y a de si simple un peu dans le monde ça vit... ... où cet'est juste des mosange lumineux.;contextual;0
56_swap;Entretien 01 24.10.03 01_traitement_A;Ce qu ' y a il simple de plus peu un le dans monde du où vitrail c ' est des juste losanges.;swap;0
56_translation;Entretien 01 24.10.03 01_traitement_A;Ce qui est un peu plus facile dans le monde de la fenêtre en verre où il n'y a que des chenilles.;translation;0
57;Entretien 01 24.10.03 01_traitement_A;Et on vient et on monte comme ça et c'est une certaine rigueur.;original;2
57_contextual;Entretien 01 24.10.03 01_traitement_A;Oui on vient donc on monte comme ça ce 'est une incroyable rigueur.;contextual;2
57_swap;Entretien 01 24.10.03 01_traitement_A;Et vient on on et monte comme ça et c ' une certaine est. rigueur;swap;2
57_translation;Entretien 01 24.10.03 01_traitement_A;Et nous venons et montons si haut, et c'est une certaine rigueur.;translation;2
58;Entretien 01 24.10.03 01_traitement_A;Et j'ai un peu haï le losanger pendant mes deux ans de CAP parce qu'on n'a fait que ça.;original;0
58_contextual;Entretien 01 24.10.03 01_traitement_A;Et j' avait un peu haï la losanger pendant mes 10 ans à licence parce que'on l' y fait forcément ça.;contextual;0
58_swap;Entretien 01 24.10.03 01_traitement_A;J et ' un ai haï peu losanger pendant le deux mes de ans CAP parce ' qu on n ' a fait que ça.;swap;0
58_translation;Entretien 01 24.10.03 01_traitement_A;Et je le détestais un peu pendant que j'avais 2 ans de CAP, parce que c'est ce qu'on a fait.;translation;0
59;Entretien 01 24.10.03 01_traitement_A;Et du coup, j'avais envie de montrer qu'on pouvait le faire parfaitement, qu'il pouvait être beau, tu verras en bas à quoi ça ressemble plus ou moins.;original;3
59_contextual;Entretien 01 24.10.03 01_traitement_A;Voilà du moins, quand'avais envie de réaliser qu'on pouvait le faire pousser, comment'il pouvait être beau, tu verras en voyant la droite ça ressemble plus mais moins.;contextual;3
59_swap;Entretien 01 24.10.03 01_traitement_A;Et du coup j, ' de avais envie qu montrer ' le on pouvait faire parfaitement, qu ' il pouvait être beau, verras tu en bas quoi à ressemble ça plus ou. moins;swap;3
59_translation;Entretien 01 24.10.03 01_traitement_A;Et puis je voulais montrer qu'on peut faire comme si c'était beau, et tu verras ce que ça fait.;translation;3
5_contextual;Entretien 01 24.10.03 01_traitement_A;L'entreprise auquel j'ai passé ce CAP, c' la Grande couronne.;contextual;0
5_swap;Entretien 01 24.10.03 01_traitement_A;L entreprise ' j où ' ai mon CAP fait, c ' entreprise était grosse.;swap;0
5_translation;Entretien 01 24.10.03 01_traitement_A;L'entreprise où j'ai fait mon CAP était une grande entreprise.;translation;0
6;Entretien 01 24.10.03 01_traitement_A;C'est juste pour poser aussi le contexte.;original;0
60;Entretien 01 24.10.03 01_traitement_A;Mais c'est vraiment que des losanges.;original;0
60_contextual;Entretien 01 24.10.03 01_traitement_A;Mais l'est quoi que quelques lsanges.;contextual;0
60_swap;Entretien 01 24.10.03 01_traitement_A;C mais vraiment ' est que des losanges.;swap;0
60_translation;Entretien 01 24.10.03 01_traitement_A;Mais ce ne sont que des chenilles.;translation;0
61;Entretien 01 24.10.03 01_traitement_A;Et c'est vraiment ce côté vitrerie, rigueur que j'aime bien.;original;0
61_contextual;Entretien 01 24.10.03 01_traitement_A;Effectivement c'est vraiment beau mélange sérieux, rigueur que j'aime vraiment.;contextual;0
61_swap;Entretien 01 24.10.03 01_traitement_A;Et ' c est ce vraiment côté vitrerie rigueur, que j ' bien. aime;swap;0
61_translation;Entretien 01 24.10.03 01_traitement_A;Et c'est vraiment ce côté de fenêtre que j'aime.;translation;0
62;Entretien 01 24.10.03 01_traitement_A;Et le geste que j'ai appris, c'est de couper parfaitement en onglet.;original;0
62_contextual;Entretien 01 24.10.03 01_traitement_A;Découvrez le geste pour vous' et appris, celui'est de couper exactement en onglet.;contextual;0
62_swap;Entretien 01 24.10.03 01_traitement_A;Le et geste j que ' ai appris, ' de c est couper parfaitement onglet en.;swap;0
62_translation;Entretien 01 24.10.03 01_traitement_A;Et le geste que j'ai appris est de couper parfaitement l'onglet.;translation;0
63;Entretien 01 24.10.03 01_traitement_A;Alors en onglet, c'est quand on prend un morceau de plomb.;original;0
63_contextual;Entretien 01 24.10.03 01_traitement_A;Bon en général, dur'est quand on prend entre morceau en plomb.;contextual;0
63_swap;Entretien 01 24.10.03 01_traitement_A;Alors onglet en c, ' quand est on prend de un morceau plomb.;swap;0
63_translation;Entretien 01 24.10.03 01_traitement_A;Sur l'onglet, c'est quand on prend un morceau de plomb.;translation;0
64;Entretien 01 24.10.03 01_traitement_A;Et en fait, on vient entailler juste les ailes du plomb pour faire un angle.;original;0
64_contextual;Entretien 01 24.10.03 01_traitement_A;PS en passant, Fred vient entailler juste les ailes sans plomb pour faire ce cône.;contextual;0
64_swap;Entretien 01 24.10.03 01_traitement_A;En fait et on, vient juste entailler ailes les plomb du pour faire un angle.;swap;0
64_translation;Entretien 01 24.10.03 01_traitement_A;Et en fait, nous voulons juste couper les ailes du plomb pour former un angle.;translation;0
65;Entretien 01 24.10.03 01_traitement_A;Au lieu de faire une courbe avec le plomb, on vient vraiment faire un petit angle.;original;0
65_contextual;Entretien 01 24.10.03 01_traitement_A;À lieu se dessiner la courbe sous le plomb, on vient directement faire un petit angle.;contextual;0
65_swap;Entretien 01 24.10.03 01_traitement_A;Lieu au faire de courbe une avec le plomb, on vient faire vraiment un petit angle.;swap;0
65_translation;Entretien 01 24.10.03 01_traitement_A;Au lieu de faire une courbe avec du plomb, nous arrivons vraiment à faire un petit angle.;translation;0
66;Entretien 01 24.10.03 01_traitement_A;Et ça, comme j'en ai fait beaucoup des petits onglets sur des vitreries, maintenant, c'est bon, c'est le truc.;original;0
66_contextual;Entretien 01 24.10.03 01_traitement_A;Rien encore, comme on'en ai fait et des petits ps dans nos créas, maintenant, je' pas bon, c'est le truc.;contextual;0
66_swap;Entretien 01 24.10.03 01_traitement_A;Ça et, j comme ' en fait beaucoup ai des petits sur onglets vitreries des, maintenant, ' c est bon, c ' est le truc.;swap;0
66_translation;Entretien 01 24.10.03 01_traitement_A;Et comme j'ai fait beaucoup de petits onglets sur les fenêtres, maintenant c'est bon, c'est ça.;translation;0
67;Entretien 01 24.10.03 01_traitement_A;C'est celui que j'ai appris pendant les deux ans, cette rigueur et ce petit coup de main où, au début, j'avais du mal puisqu'il faut quand même relativement bien calculer.;original;0
67_contextual;Entretien 01 24.10.03 01_traitement_A;C' étais celui auquel j'ai appris pendant les deux mois, cette rigueur et ce petit coup quel main :, au début, j' apprend pas mal !' 2 faut quand même relativement le calculer.;contextual;0
67_swap;Entretien 01 24.10.03 01_traitement_A;C ' est celui que j ' ai appris les deux pendant ans, cette rigueur ce et coup de petit main où au, début, j ' du avais puisqu mal ' il quand faut même bien relativement calculer.;swap;0
67_translation;Entretien 01 24.10.03 01_traitement_A;C'est ce que j'ai appris au cours des deux dernières années, cette rigueur et cette petite aide dans laquelle j'ai eu des difficultés au début, parce qu'il faut encore calculer relativement bien.;translation;0
68;Entretien 01 24.10.03 01_traitement_A;Si ce n'est pas bien monté, ça ne fonctionne pas.;original;0
68_contextual;Entretien 01 24.10.03 01_traitement_A;Si ce gadget' être pas totalement intuitif, il ne fonctionne pas.;contextual;0
68_swap;Entretien 01 24.10.03 01_traitement_A;Si ce ' n est pas bien monté, fonctionne ça ne pas.;swap;0
68_translation;Entretien 01 24.10.03 01_traitement_A;Si ce n'est pas bien construit, ça ne marchera pas.;translation;0
69;Entretien 01 24.10.03 01_traitement_A;Et au fur et à mesure, je l'ai bien assimilé.;original;0
69_contextual;Entretien 01 24.10.03 01_traitement_A;Mettre le pinceau et à mesure, on l'ai bien intégré.;contextual;0
69_swap;Entretien 01 24.10.03 01_traitement_A;Et au et fur à mesure, je l ' ai bien assimilé.;swap;0
69_translation;Entretien 01 24.10.03 01_traitement_A;Et au fil du temps, je l'ai bien assimilé.;translation;0
6_contextual;Entretien 01 24.10.03 01_traitement_A;Non'est juste pour poser directement un contexte.;contextual;0
6_swap;Entretien 01 24.10.03 01_traitement_A;' c est juste poser pour aussi le. contexte;swap;0
6_translation;Entretien 01 24.10.03 01_traitement_A;C'est juste pour établir le contexte.;translation;0
7;Entretien 01 24.10.03 01_traitement_A;Grosse entreprise, on était beaucoup.;original;0
70;Entretien 01 24.10.03 01_traitement_A;Et maintenant, c'est bon, je gère.;original;0
70_contextual;Entretien 01 24.10.03 01_traitement_A;Et puis, après' accès gratuit, je gère.;contextual;0
70_swap;Entretien 01 24.10.03 01_traitement_A;Maintenant et c, ' est, bon je. gère;swap;0
70_translation;Entretien 01 24.10.03 01_traitement_A;Et maintenant, c'est bon, je m'en occupe.;translation;0
71;Entretien 01 24.10.03 01_traitement_A;Et ça, j'aime bien faire.;original;0
71_contextual;Entretien 01 24.10.03 01_traitement_A;Et ça, je'aime vraiment dessiner.;contextual;0
71_swap;Entretien 01 24.10.03 01_traitement_A;Ça et j, ' bien aime faire.;swap;0
71_translation;Entretien 01 24.10.03 01_traitement_A;Et j'aime ça.;translation;0
72;Entretien 01 24.10.03 01_traitement_A;Sinon, qu'est-ce que c'est ?;original;1
72_contextual;Entretien 01 24.10.03 01_traitement_A;Sinon, qu' Est-ce ça m'est ??;contextual;1
72_swap;Entretien 01 24.10.03 01_traitement_A;, sinon qu ' - ce est que c est '?;swap;1
72_translation;Entretien 01 24.10.03 01_traitement_A;Sinon, qu'est-ce que c'est ?;translation;1
73;Entretien 01 24.10.03 01_traitement_A;C'est aussi la coupe du verre.;original;0
73_contextual;Entretien 01 24.10.03 01_traitement_A;C'est probablement la nourriture façon verre.;contextual;0
